,source,relation,target
96,Compound::DB00687,has_side_effect,Disease::C0021603
97,Compound::DB00687,has_side_effect,Disease::C0917801
98,Compound::DB00687,has_side_effect,Disease::C0029456
99,Compound::DB00687,has_side_effect,Disease::C0030920
100,Compound::DB00687,has_side_effect,Disease::C0033845
101,Compound::DB00687,has_side_effect,Disease::C0270846
102,Compound::DB00687,has_side_effect,Disease::C0494475
103,Compound::DB00687,has_side_effect,Disease::C0042109
104,Compound::DB00687,has_side_effect,Disease::C0042571
105,Compound::DB00687,has_side_effect,Disease::C0043250
106,Compound::DB00687,has_side_effect,Disease::C0175167
107,Compound::DB00687,has_side_effect,Disease::C0231528
108,Compound::DB01091,has_side_effect,Disease::C0030193
109,Compound::DB01091,has_side_effect,Disease::C0033774
110,Compound::DB09083,has_side_effect,Disease::C0002994
111,Compound::DB09083,has_side_effect,Disease::C0004238
112,Compound::DB09083,has_side_effect,Disease::C0235480
113,Compound::DB09083,has_side_effect,Disease::C0009806
114,Compound::DB09083,has_side_effect,Disease::C0015230
115,Compound::DB09083,has_side_effect,Disease::C0020649
116,Compound::DB09083,has_side_effect,Disease::C0027497
117,Compound::DB09083,has_side_effect,Disease::C0033774
118,Compound::DB09083,has_side_effect,Disease::C0020683
119,Compound::DB09083,has_side_effect,Disease::C0042109
120,Compound::DB09083,has_side_effect,Disease::C0042571
121,Compound::DB09083,has_side_effect,Disease::C0151636
122,Compound::DB00177,has_side_effect,Disease::C0002170
123,Compound::DB00177,has_side_effect,Disease::C4083212
124,Compound::DB00177,has_side_effect,Disease::C0002792
125,Compound::DB00177,has_side_effect,Disease::C0002994
126,Compound::DB00177,has_side_effect,Disease::C0003467
127,Compound::DB00177,has_side_effect,Disease::C0004238
128,Compound::DB00177,has_side_effect,Disease::C0235480
129,Compound::DB00177,has_side_effect,Disease::C0004604
130,Compound::DB00177,has_side_effect,Disease::C0006277
131,Compound::DB00177,has_side_effect,Disease::C0009806
132,Compound::DB00177,has_side_effect,Disease::C0010200
133,Compound::DB00177,has_side_effect,Disease::C0013395
134,Compound::DB00177,has_side_effect,Disease::C0015230
135,Compound::DB00177,has_side_effect,Disease::C0018802
136,Compound::DB00177,has_side_effect,Disease::C1961112
137,Compound::DB00177,has_side_effect,Disease::C0020649
138,Compound::DB00177,has_side_effect,Disease::C0020651
139,Compound::DB00177,has_side_effect,Disease::C0242350
140,Compound::DB00177,has_side_effect,Disease::C0021603
141,Compound::DB00177,has_side_effect,Disease::C0917801
142,Compound::DB00177,has_side_effect,Disease::C0027497
143,Compound::DB00177,has_side_effect,Disease::C0031350
144,Compound::DB00177,has_side_effect,Disease::C0242429
145,Compound::DB00177,has_side_effect,Disease::C0033774
146,Compound::DB00177,has_side_effect,Disease::C0034069
147,Compound::DB00177,has_side_effect,Disease::C0035455
148,Compound::DB00177,has_side_effect,Disease::C0036830
149,Compound::DB00177,has_side_effect,Disease::C0020683
150,Compound::DB00177,has_side_effect,Disease::C0037199
151,Compound::DB00177,has_side_effect,Disease::C0040034
152,Compound::DB00177,has_side_effect,Disease::C0042109
153,Compound::DB00177,has_side_effect,Disease::C0042571
154,Compound::DB00177,has_side_effect,Disease::C0042963
155,Compound::DB00177,has_side_effect,Disease::C0003862
156,Compound::DB00177,has_side_effect,Disease::C0231528
157,Compound::DB00843,has_side_effect,Disease::C0002170
158,Compound::DB00843,has_side_effect,Disease::C4083212
159,Compound::DB00843,has_side_effect,Disease::C0002962
160,Compound::DB00843,has_side_effect,Disease::C0003467
161,Compound::DB00843,has_side_effect,Disease::C0003864
162,Compound::DB00843,has_side_effect,Disease::C0004096
163,Compound::DB00843,has_side_effect,Disease::C0004238
164,Compound::DB00843,has_side_effect,Disease::C0235480
165,Compound::DB00843,has_side_effect,Disease::C0004604
166,Compound::DB00843,has_side_effect,Disease::C0015371
167,Compound::DB00843,has_side_effect,Disease::C0006277
168,Compound::DB00843,has_side_effect,Disease::C0008325
169,Compound::DB00843,has_side_effect,Disease::C0008350
170,Compound::DB00843,has_side_effect,Disease::C0009443
171,Compound::DB00843,has_side_effect,Disease::C0009806
172,Compound::DB00843,has_side_effect,Disease::C0010200
173,Compound::DB00843,has_side_effect,Disease::C0010692
174,Compound::DB00843,has_side_effect,Disease::C0497327
175,Compound::DB00843,has_side_effect,Disease::C0011581
176,Compound::DB00843,has_side_effect,Disease::C0011849
177,Compound::DB00843,has_side_effect,Disease::C0013295
178,Compound::DB00843,has_side_effect,Disease::C0013395
179,Compound::DB00843,has_side_effect,Disease::C0013595
180,Compound::DB00843,has_side_effect,Disease::C0014549
181,Compound::DB00843,has_side_effect,Disease::C0015230
182,Compound::DB00843,has_side_effect,Disease::C0016034
183,Compound::DB00843,has_side_effect,Disease::C0017574
184,Compound::DB00843,has_side_effect,Disease::C0017601
185,Compound::DB00843,has_side_effect,Disease::C0018099
186,Compound::DB00843,has_side_effect,Disease::C0018802
187,Compound::DB00843,has_side_effect,Disease::C1961112
188,Compound::DB00843,has_side_effect,Disease::C0019345
189,Compound::DB00843,has_side_effect,Disease::C0019360
190,Compound::DB00843,has_side_effect,Disease::C0020538
191,Compound::DB00843,has_side_effect,Disease::C0020649
192,Compound::DB00843,has_side_effect,Disease::C0020651
193,Compound::DB00843,has_side_effect,Disease::C0021400
194,Compound::DB00843,has_side_effect,Disease::C0021603
195,Compound::DB00843,has_side_effect,Disease::C0917801
196,Compound::DB00843,has_side_effect,Disease::C0025874
197,Compound::DB00843,has_side_effect,Disease::C0026603
198,Compound::DB00843,has_side_effect,Disease::C0027051
199,Compound::DB00843,has_side_effect,Disease::C0027497
200,Compound::DB00843,has_side_effect,Disease::C0027796
201,Compound::DB00843,has_side_effect,Disease::C0149922
202,Compound::DB00843,has_side_effect,Disease::C0029408
203,Compound::DB00843,has_side_effect,Disease::C0029456
204,Compound::DB00843,has_side_effect,Disease::C0029878
205,Compound::DB00843,has_side_effect,Disease::C0030193
206,Compound::DB00843,has_side_effect,Disease::C0031099
207,Compound::DB00843,has_side_effect,Disease::C0031350
208,Compound::DB00843,has_side_effect,Disease::C0242429
209,Compound::DB00843,has_side_effect,Disease::C0032285
210,Compound::DB00843,has_side_effect,Disease::C0033774
211,Compound::DB00843,has_side_effect,Disease::C0033860
212,Compound::DB00843,has_side_effect,Disease::C0033975
213,Compound::DB00843,has_side_effect,Disease::C0036337
214,Compound::DB00843,has_side_effect,Disease::C0034186
215,Compound::DB00843,has_side_effect,Disease::C0043144
216,Compound::DB00843,has_side_effect,Disease::C0035455
217,Compound::DB00843,has_side_effect,Disease::C0270846
218,Compound::DB00843,has_side_effect,Disease::C0494475
219,Compound::DB00843,has_side_effect,Disease::C0020683
220,Compound::DB00843,has_side_effect,Disease::C0037036
221,Compound::DB00843,has_side_effect,Disease::C0037299
222,Compound::DB00843,has_side_effect,Disease::C0038358
223,Compound::DB00843,has_side_effect,Disease::C0039240
224,Compound::DB00843,has_side_effect,Disease::C0040034
225,Compound::DB00843,has_side_effect,Disease::C0040460
226,Compound::DB00843,has_side_effect,Disease::C0042024
227,Compound::DB00843,has_side_effect,Disease::C0042029
228,Compound::DB00843,has_side_effect,Disease::C0042109
229,Compound::DB00843,has_side_effect,Disease::C0042571
230,Compound::DB00843,has_side_effect,Disease::C0042963
231,Compound::DB00843,has_side_effect,Disease::C0043250
232,Compound::DB00843,has_side_effect,Disease::C0080274
233,Compound::DB00843,has_side_effect,Disease::C0003862
234,Compound::DB00843,has_side_effect,Disease::C0151636
235,Compound::DB00843,has_side_effect,Disease::C0149871
236,Compound::DB00843,has_side_effect,Disease::C0038454
237,Compound::DB00843,has_side_effect,Disease::C0022104
238,Compound::DB00843,has_side_effect,Disease::C0028734
239,Compound::DB00843,has_side_effect,Disease::C0013428
240,Compound::DB00843,has_side_effect,Disease::C0948089
241,Compound::DB00843,has_side_effect,Disease::C0004245
242,Compound::DB00843,has_side_effect,Disease::C0231528
243,Compound::DB00842,has_side_effect,Disease::C0015230
244,Compound::DB00842,has_side_effect,Disease::C0020649
245,Compound::DB00842,has_side_effect,Disease::C0027497
246,Compound::DB00842,has_side_effect,Disease::C0020683
247,Compound::DB00842,has_side_effect,Disease::C0042571
248,Compound::DB00752,has_side_effect,Disease::C0002170
249,Compound::DB00752,has_side_effect,Disease::C4083212
250,Compound::DB00752,has_side_effect,Disease::C0003467
251,Compound::DB00752,has_side_effect,Disease::C0009806
252,Compound::DB00752,has_side_effect,Disease::C0015230
253,Compound::DB00752,has_side_effect,Disease::C0020538
254,Compound::DB00752,has_side_effect,Disease::C0020649
255,Compound::DB00752,has_side_effect,Disease::C0242350
256,Compound::DB00752,has_side_effect,Disease::C0021603
257,Compound::DB00752,has_side_effect,Disease::C0917801
258,Compound::DB00752,has_side_effect,Disease::C0027497
259,Compound::DB00752,has_side_effect,Disease::C0030193
260,Compound::DB00752,has_side_effect,Disease::C0011644
261,Compound::DB00752,has_side_effect,Disease::C1527383
262,Compound::DB00752,has_side_effect,Disease::C0020683
263,Compound::DB00752,has_side_effect,Disease::C0040034
264,Compound::DB00752,has_side_effect,Disease::C0042024
265,Compound::DB00752,has_side_effect,Disease::C0042109
266,Compound::DB00752,has_side_effect,Disease::C0042963
267,Compound::DB00752,has_side_effect,Disease::C0026961
268,Compound::DB00752,has_side_effect,Disease::C0080274
269,Compound::DB00609,has_side_effect,Disease::C0013395
270,Compound::DB00609,has_side_effect,Disease::C0015230
271,Compound::DB00609,has_side_effect,Disease::C0020651
272,Compound::DB00609,has_side_effect,Disease::C0020676
273,Compound::DB00609,has_side_effect,Disease::C0242350
274,Compound::DB00609,has_side_effect,Disease::C0027497
275,Compound::DB00609,has_side_effect,Disease::C0033975
276,Compound::DB00609,has_side_effect,Disease::C0036337
277,Compound::DB00609,has_side_effect,Disease::C0040034
278,Compound::DB00609,has_side_effect,Disease::C0042963
279,Compound::DB00330,has_side_effect,Disease::C0002792
280,Compound::DB00330,has_side_effect,Disease::C0014742
281,Compound::DB00330,has_side_effect,Disease::C0015230
282,Compound::DB00330,has_side_effect,Disease::C0018099
283,Compound::DB00330,has_side_effect,Disease::C0027497
284,Compound::DB00330,has_side_effect,Disease::C0032285
285,Compound::DB00330,has_side_effect,Disease::C0033774
286,Compound::DB00330,has_side_effect,Disease::C0038325
287,Compound::DB00330,has_side_effect,Disease::C0040034
288,Compound::DB00330,has_side_effect,Disease::C0042963
289,Compound::DB00330,has_side_effect,Disease::C0003862
290,Compound::DB00659,has_side_effect,Disease::C0002170
291,Compound::DB00659,has_side_effect,Disease::C4083212
292,Compound::DB00659,has_side_effect,Disease::C0002792
293,Compound::DB00659,has_side_effect,Disease::C0002962
294,Compound::DB00659,has_side_effect,Disease::C0002994
295,Compound::DB00659,has_side_effect,Disease::C0003467
296,Compound::DB00659,has_side_effect,Disease::C0003864
297,Compound::DB00659,has_side_effect,Disease::C0003873
298,Compound::DB00659,has_side_effect,Disease::C0003962
299,Compound::DB00659,has_side_effect,Disease::C0004096
300,Compound::DB00659,has_side_effect,Disease::C1510471
301,Compound::DB00659,has_side_effect,Disease::C0004604
302,Compound::DB00659,has_side_effect,Disease::C0005586
303,Compound::DB00659,has_side_effect,Disease::C0005587
304,Compound::DB00659,has_side_effect,Disease::C0006277
305,Compound::DB00659,has_side_effect,Disease::C0008325
306,Compound::DB00659,has_side_effect,Disease::C0009806
307,Compound::DB00659,has_side_effect,Disease::C0010200
308,Compound::DB00659,has_side_effect,Disease::C0011849
309,Compound::DB00659,has_side_effect,Disease::C0013295
310,Compound::DB00659,has_side_effect,Disease::C0013395
311,Compound::DB00659,has_side_effect,Disease::C0013595
312,Compound::DB00659,has_side_effect,Disease::C0015230
313,Compound::DB00659,has_side_effect,Disease::C0018099
314,Compound::DB00659,has_side_effect,Disease::C0018802
315,Compound::DB00659,has_side_effect,Disease::C1961112
316,Compound::DB00659,has_side_effect,Disease::C2239176
317,Compound::DB00659,has_side_effect,Disease::C0020538
318,Compound::DB00659,has_side_effect,Disease::C0020649
319,Compound::DB00659,has_side_effect,Disease::C0020651
320,Compound::DB00659,has_side_effect,Disease::C0020676
321,Compound::DB00659,has_side_effect,Disease::C0242350
322,Compound::DB00659,has_side_effect,Disease::C0021400
323,Compound::DB00659,has_side_effect,Disease::C0021603
324,Compound::DB00659,has_side_effect,Disease::C0917801
325,Compound::DB00659,has_side_effect,Disease::C0345904
326,Compound::DB00659,has_side_effect,Disease::C0025323
327,Compound::DB00659,has_side_effect,Disease::C0025874
328,Compound::DB00659,has_side_effect,Disease::C0149931
329,Compound::DB00659,has_side_effect,Disease::C0027051
330,Compound::DB00659,has_side_effect,Disease::C0027497
331,Compound::DB00659,has_side_effect,Disease::C0027796
332,Compound::DB00659,has_side_effect,Disease::C0030193
333,Compound::DB00659,has_side_effect,Disease::C0031350
334,Compound::DB00659,has_side_effect,Disease::C0242429
335,Compound::DB00659,has_side_effect,Disease::C0032285
336,Compound::DB00659,has_side_effect,Disease::C0033774
337,Compound::DB00659,has_side_effect,Disease::C0033860
338,Compound::DB00659,has_side_effect,Disease::C0033975
339,Compound::DB00659,has_side_effect,Disease::C0036337
340,Compound::DB00659,has_side_effect,Disease::C0034065
341,Compound::DB00659,has_side_effect,Disease::C0524702
342,Compound::DB00659,has_side_effect,Disease::C0035455
343,Compound::DB00659,has_side_effect,Disease::C0270846
344,Compound::DB00659,has_side_effect,Disease::C0494475
345,Compound::DB00659,has_side_effect,Disease::C0020683
346,Compound::DB00659,has_side_effect,Disease::C0038358
347,Compound::DB00659,has_side_effect,Disease::C0040034
348,Compound::DB00659,has_side_effect,Disease::C0042024
349,Compound::DB00659,has_side_effect,Disease::C0042029
350,Compound::DB00659,has_side_effect,Disease::C0042109
351,Compound::DB00659,has_side_effect,Disease::C0042345
352,Compound::DB00659,has_side_effect,Disease::C0042571
353,Compound::DB00659,has_side_effect,Disease::C0042963
354,Compound::DB00659,has_side_effect,Disease::C0043250
355,Compound::DB00659,has_side_effect,Disease::C0003862
356,Compound::DB00659,has_side_effect,Disease::C0020594
357,Compound::DB00659,has_side_effect,Disease::C0028734
358,Compound::DB00659,has_side_effect,Disease::C0948089
359,Compound::DB00659,has_side_effect,Disease::C0231528
360,Compound::DB06820,has_side_effect,Disease::C0030193
361,Compound::DB06820,has_side_effect,Disease::C0033774
362,Compound::DB01211,has_side_effect,Disease::C0002792
363,Compound::DB01211,has_side_effect,Disease::C0002994
364,Compound::DB01211,has_side_effect,Disease::C0003467
365,Compound::DB01211,has_side_effect,Disease::C0004096
366,Compound::DB01211,has_side_effect,Disease::C0004238
367,Compound::DB01211,has_side_effect,Disease::C0235480
368,Compound::DB01211,has_side_effect,Disease::C0004604
369,Compound::DB01211,has_side_effect,Disease::C0005586
370,Compound::DB01211,has_side_effect,Disease::C0005587
371,Compound::DB01211,has_side_effect,Disease::C0006849
372,Compound::DB01211,has_side_effect,Disease::C0700345
373,Compound::DB01211,has_side_effect,Disease::C0009806
374,Compound::DB01211,has_side_effect,Disease::C0010200
375,Compound::DB01211,has_side_effect,Disease::C0013395
376,Compound::DB01211,has_side_effect,Disease::C0014358
377,Compound::DB01211,has_side_effect,Disease::C0014733
378,Compound::DB01211,has_side_effect,Disease::C0014742
379,Compound::DB01211,has_side_effect,Disease::C0014752
380,Compound::DB01211,has_side_effect,Disease::C0015230
381,Compound::DB01211,has_side_effect,Disease::C0018790
382,Compound::DB01211,has_side_effect,Disease::C0018834
383,Compound::DB01211,has_side_effect,Disease::C0021400
384,Compound::DB01211,has_side_effect,Disease::C0021603
385,Compound::DB01211,has_side_effect,Disease::C0917801
386,Compound::DB01211,has_side_effect,Disease::C0027497
387,Compound::DB01211,has_side_effect,Disease::C0030193
388,Compound::DB01211,has_side_effect,Disease::C0031350
389,Compound::DB01211,has_side_effect,Disease::C0242429
390,Compound::DB01211,has_side_effect,Disease::C0032285
391,Compound::DB01211,has_side_effect,Disease::C0033774
392,Compound::DB01211,has_side_effect,Disease::C0033975
393,Compound::DB01211,has_side_effect,Disease::C0036337
394,Compound::DB01211,has_side_effect,Disease::C0034065
395,Compound::DB01211,has_side_effect,Disease::C0524702
396,Compound::DB01211,has_side_effect,Disease::C0035455
397,Compound::DB01211,has_side_effect,Disease::C0270846
398,Compound::DB01211,has_side_effect,Disease::C0494475
399,Compound::DB01211,has_side_effect,Disease::C0038325
400,Compound::DB01211,has_side_effect,Disease::C0040034
401,Compound::DB01211,has_side_effect,Disease::C0042109
402,Compound::DB01211,has_side_effect,Disease::C0042571
403,Compound::DB01211,has_side_effect,Disease::C0042963
404,Compound::DB01211,has_side_effect,Disease::C0043250
405,Compound::DB01211,has_side_effect,Disease::C0030590
406,Compound::DB01211,has_side_effect,Disease::C0013428
407,Compound::DB01211,has_side_effect,Disease::C0231528
408,Compound::DB01083,has_side_effect,Disease::C0001144
409,Compound::DB01083,has_side_effect,Disease::C0002170
410,Compound::DB01083,has_side_effect,Disease::C4083212
411,Compound::DB01083,has_side_effect,Disease::C0002792
412,Compound::DB01083,has_side_effect,Disease::C0002994
413,Compound::DB01083,has_side_effect,Disease::C0003467
414,Compound::DB01083,has_side_effect,Disease::C0003864
415,Compound::DB01083,has_side_effect,Disease::C0004096
416,Compound::DB01083,has_side_effect,Disease::C1510471
417,Compound::DB01083,has_side_effect,Disease::C0004604
418,Compound::DB01083,has_side_effect,Disease::C0006266
419,Compound::DB01083,has_side_effect,Disease::C0008325
420,Compound::DB01083,has_side_effect,Disease::C0008350
421,Compound::DB01083,has_side_effect,Disease::C0009806
422,Compound::DB01083,has_side_effect,Disease::C0010200
423,Compound::DB01083,has_side_effect,Disease::C0011849
424,Compound::DB01083,has_side_effect,Disease::C0013369
425,Compound::DB01083,has_side_effect,Disease::C0013395
426,Compound::DB01083,has_side_effect,Disease::C0013595
427,Compound::DB01083,has_side_effect,Disease::C0014544
428,Compound::DB01083,has_side_effect,Disease::C0015230
429,Compound::DB01083,has_side_effect,Disease::C0020676
430,Compound::DB01083,has_side_effect,Disease::C0021400
431,Compound::DB01083,has_side_effect,Disease::C0021603
432,Compound::DB01083,has_side_effect,Disease::C0917801
433,Compound::DB01083,has_side_effect,Disease::C0027497
434,Compound::DB01083,has_side_effect,Disease::C0029408
435,Compound::DB01083,has_side_effect,Disease::C0030193
436,Compound::DB01083,has_side_effect,Disease::C0031350
437,Compound::DB01083,has_side_effect,Disease::C0242429
438,Compound::DB01083,has_side_effect,Disease::C0033774
439,Compound::DB01083,has_side_effect,Disease::C0270846
440,Compound::DB01083,has_side_effect,Disease::C0494475
441,Compound::DB01083,has_side_effect,Disease::C0037199
442,Compound::DB01083,has_side_effect,Disease::C0042029
443,Compound::DB01083,has_side_effect,Disease::C0042109
444,Compound::DB01083,has_side_effect,Disease::C0042571
445,Compound::DB01083,has_side_effect,Disease::C0042963
446,Compound::DB01083,has_side_effect,Disease::C0039503
447,Compound::DB01083,has_side_effect,Disease::C0231528
448,Compound::DB00715,has_side_effect,Disease::C0001144
449,Compound::DB00715,has_side_effect,Disease::C0001973
450,Compound::DB00715,has_side_effect,Disease::C0002170
451,Compound::DB00715,has_side_effect,Disease::C4083212
452,Compound::DB00715,has_side_effect,Disease::C0002792
453,Compound::DB00715,has_side_effect,Disease::C0002962
454,Compound::DB00715,has_side_effect,Disease::C0002994
455,Compound::DB00715,has_side_effect,Disease::C0003467
456,Compound::DB00715,has_side_effect,Disease::C0003469
457,Compound::DB00715,has_side_effect,Disease::C0003864
458,Compound::DB00715,has_side_effect,Disease::C0003873
459,Compound::DB00715,has_side_effect,Disease::C0004096
460,Compound::DB00715,has_side_effect,Disease::C0004238
461,Compound::DB00715,has_side_effect,Disease::C0235480
462,Compound::DB00715,has_side_effect,Disease::C0004604
463,Compound::DB00715,has_side_effect,Disease::C0015371
464,Compound::DB00715,has_side_effect,Disease::C0005586
465,Compound::DB00715,has_side_effect,Disease::C0005587
466,Compound::DB00715,has_side_effect,Disease::C0678222
467,Compound::DB00715,has_side_effect,Disease::C0006277
468,Compound::DB00715,has_side_effect,Disease::C0006444
469,Compound::DB00715,has_side_effect,Disease::C0700345
470,Compound::DB00715,has_side_effect,Disease::C0007820
471,Compound::DB00715,has_side_effect,Disease::C0596298
472,Compound::DB00715,has_side_effect,Disease::C0008350
473,Compound::DB00715,has_side_effect,Disease::C0009806
474,Compound::DB00715,has_side_effect,Disease::C0010043
475,Compound::DB00715,has_side_effect,Disease::C0010200
476,Compound::DB00715,has_side_effect,Disease::C0010692
477,Compound::DB00715,has_side_effect,Disease::C0011849
478,Compound::DB00715,has_side_effect,Disease::C0011860
479,Compound::DB00715,has_side_effect,Disease::C0013395
480,Compound::DB00715,has_side_effect,Disease::C0013595
481,Compound::DB00715,has_side_effect,Disease::C0014549
482,Compound::DB00715,has_side_effect,Disease::C0014742
483,Compound::DB00715,has_side_effect,Disease::C0015230
484,Compound::DB00715,has_side_effect,Disease::C0016034
485,Compound::DB00715,has_side_effect,Disease::C0016867
486,Compound::DB00715,has_side_effect,Disease::C0017574
487,Compound::DB00715,has_side_effect,Disease::C0017575
488,Compound::DB00715,has_side_effect,Disease::C0017601
489,Compound::DB00715,has_side_effect,Disease::C0018099
490,Compound::DB00715,has_side_effect,Disease::C0019348
491,Compound::DB00715,has_side_effect,Disease::C0019360
492,Compound::DB00715,has_side_effect,Disease::C0020514
493,Compound::DB00715,has_side_effect,Disease::C0020538
494,Compound::DB00715,has_side_effect,Disease::C0020542
495,Compound::DB00715,has_side_effect,Disease::C0020550
496,Compound::DB00715,has_side_effect,Disease::C0020649
497,Compound::DB00715,has_side_effect,Disease::C0020651
498,Compound::DB00715,has_side_effect,Disease::C0020676
499,Compound::DB00715,has_side_effect,Disease::C0242350
500,Compound::DB00715,has_side_effect,Disease::C0021400
501,Compound::DB00715,has_side_effect,Disease::C0021603
502,Compound::DB00715,has_side_effect,Disease::C0917801
503,Compound::DB00715,has_side_effect,Disease::C0022568
504,Compound::DB00715,has_side_effect,Disease::C0022573
505,Compound::DB00715,has_side_effect,Disease::C0025202
506,Compound::DB00715,has_side_effect,Disease::C0025289
507,Compound::DB00715,has_side_effect,Disease::C0025323
508,Compound::DB00715,has_side_effect,Disease::C0025874
509,Compound::DB00715,has_side_effect,Disease::C0149931
510,Compound::DB00715,has_side_effect,Disease::C0027051
511,Compound::DB00715,has_side_effect,Disease::C0027497
512,Compound::DB00715,has_side_effect,Disease::C0027796
513,Compound::DB00715,has_side_effect,Disease::C0028754
514,Compound::DB00715,has_side_effect,Disease::C0029408
515,Compound::DB00715,has_side_effect,Disease::C0029456
516,Compound::DB00715,has_side_effect,Disease::C0029878
