,Unnamed: 0,source,relation,target
55,55,Compound::DB01108,has_approved_interaction,Disease::C0001622
56,56,Compound::DB06663,has_approved_interaction,Disease::C0001622
57,57,Compound::DB00443,has_approved_interaction,Disease::C0001627
58,58,Compound::DB00620,has_approved_interaction,Disease::C0001627
59,59,Compound::DB00860,has_approved_interaction,Disease::C0001627
60,60,Compound::DB00959,has_approved_interaction,Disease::C0001627
61,61,Compound::DB01380,has_approved_interaction,Disease::C0001627
62,62,Compound::DB00475,has_approved_interaction,Disease::C0001957
63,63,Compound::DB00829,has_approved_interaction,Disease::C0001957
64,64,Compound::DB00842,has_approved_interaction,Disease::C0001957
65,65,Compound::DB00659,has_approved_interaction,Disease::C0001973
66,66,Compound::DB00704,has_approved_interaction,Disease::C0001973
67,67,Compound::DB00822,has_approved_interaction,Disease::C0001973
68,68,Compound::DB00350,has_approved_interaction,Disease::C0002170
69,69,Compound::DB00620,has_approved_interaction,Disease::C0002171
70,70,Compound::DB00819,has_approved_interaction,Disease::C0002351
71,71,Compound::DB00860,has_approved_interaction,Disease::C0002390
72,72,Compound::DB00674,has_approved_interaction,Disease::C0002395
73,73,Compound::DB00843,has_approved_interaction,Disease::C0002395
74,74,Compound::DB00989,has_approved_interaction,Disease::C0002395
75,75,Compound::DB00634,has_approved_interaction,Disease::C0002438
76,76,Compound::DB08792,has_approved_interaction,Disease::C0002438
77,77,Compound::DB09115,has_approved_interaction,Disease::C0002438
78,78,Compound::DB01421,has_approved_interaction,Disease::C0002440
79,79,Compound::DB00589,has_approved_interaction,Disease::C0002453
80,80,Compound::DB00644,has_approved_interaction,Disease::C0002453
81,81,Compound::DB00151,has_approved_interaction,Disease::C0002726
82,82,Compound::DB06151,has_approved_interaction,Disease::C0002726
83,83,Compound::DB00740,has_approved_interaction,Disease::C0002736
84,84,Compound::DB00668,has_approved_interaction,Disease::C0002792
85,85,Compound::DB00858,has_approved_interaction,Disease::C0002874
86,86,Compound::DB06412,has_approved_interaction,Disease::C0002874
87,87,Compound::DB00443,has_approved_interaction,Disease::C0002875
88,88,Compound::DB00620,has_approved_interaction,Disease::C0002875
89,89,Compound::DB00635,has_approved_interaction,Disease::C0002875
90,90,Compound::DB00741,has_approved_interaction,Disease::C0002875
91,91,Compound::DB00860,has_approved_interaction,Disease::C0002875
92,92,Compound::DB00959,has_approved_interaction,Disease::C0002875
93,93,Compound::DB01234,has_approved_interaction,Disease::C0002875
94,94,Compound::DB01380,has_approved_interaction,Disease::C0002875
95,95,Compound::DB00443,has_approved_interaction,Disease::C0002880
96,96,Compound::DB00620,has_approved_interaction,Disease::C0002880
97,97,Compound::DB00635,has_approved_interaction,Disease::C0002880
98,98,Compound::DB00741,has_approved_interaction,Disease::C0002880
99,99,Compound::DB00860,has_approved_interaction,Disease::C0002880
100,100,Compound::DB00959,has_approved_interaction,Disease::C0002880
101,101,Compound::DB01234,has_approved_interaction,Disease::C0002880
102,102,Compound::DB01380,has_approved_interaction,Disease::C0002880
103,103,Compound::DB00650,has_approved_interaction,Disease::C0002888
104,104,Compound::DB11596,has_approved_interaction,Disease::C0002888
105,105,Compound::DB00115,has_approved_interaction,Disease::C0002892
106,106,Compound::DB00152,has_approved_interaction,Disease::C0002892
107,107,Compound::DB00200,has_approved_interaction,Disease::C0002892
108,108,Compound::DB01005,has_approved_interaction,Disease::C0002895
109,109,Compound::DB00243,has_approved_interaction,Disease::C0002962
110,110,Compound::DB00264,has_approved_interaction,Disease::C0002962
111,111,Compound::DB00335,has_approved_interaction,Disease::C0002962
112,112,Compound::DB00343,has_approved_interaction,Disease::C0002962
113,113,Compound::DB00381,has_approved_interaction,Disease::C0002962
114,114,Compound::DB00571,has_approved_interaction,Disease::C0002962
115,115,Compound::DB00661,has_approved_interaction,Disease::C0002962
116,116,Compound::DB00883,has_approved_interaction,Disease::C0002962
117,117,Compound::DB01020,has_approved_interaction,Disease::C0002962
118,118,Compound::DB01076,has_approved_interaction,Disease::C0002962
119,119,Compound::DB01115,has_approved_interaction,Disease::C0002962
120,120,Compound::DB01203,has_approved_interaction,Disease::C0002962
121,121,Compound::DB01244,has_approved_interaction,Disease::C0002962
122,122,Compound::DB00343,has_approved_interaction,Disease::C0002963
123,123,Compound::DB00381,has_approved_interaction,Disease::C0002963
124,124,Compound::DB00661,has_approved_interaction,Disease::C0002963
125,125,Compound::DB01076,has_approved_interaction,Disease::C0002963
126,126,Compound::DB01115,has_approved_interaction,Disease::C0002963
127,127,Compound::DB00103,has_approved_interaction,Disease::C0002986
128,128,Compound::DB00420,has_approved_interaction,Disease::C0002994
129,129,Compound::DB00443,has_approved_interaction,Disease::C0002994
130,130,Compound::DB00620,has_approved_interaction,Disease::C0002994
131,131,Compound::DB00635,has_approved_interaction,Disease::C0002994
132,132,Compound::DB00741,has_approved_interaction,Disease::C0002994
133,133,Compound::DB00860,has_approved_interaction,Disease::C0002994
134,134,Compound::DB00902,has_approved_interaction,Disease::C0002994
135,135,Compound::DB00959,has_approved_interaction,Disease::C0002994
136,136,Compound::DB01234,has_approved_interaction,Disease::C0002994
137,137,Compound::DB01246,has_approved_interaction,Disease::C0002994
138,138,Compound::DB01380,has_approved_interaction,Disease::C0002994
139,139,Compound::DB00254,has_approved_interaction,Disease::C0003175
140,140,Compound::DB00537,has_approved_interaction,Disease::C0003175
141,141,Compound::DB01053,has_approved_interaction,Disease::C0003175
142,142,Compound::DB01059,has_approved_interaction,Disease::C0003175
143,143,Compound::DB01137,has_approved_interaction,Disease::C0003175
144,144,Compound::DB01165,has_approved_interaction,Disease::C0003175
145,145,Compound::DB02703,has_approved_interaction,Disease::C0003175
146,146,Compound::DB09320,has_approved_interaction,Disease::C0003175
147,147,Compound::DB00254,has_approved_interaction,Disease::C0003177
148,148,Compound::DB01053,has_approved_interaction,Disease::C0003177
149,149,Compound::DB02703,has_approved_interaction,Disease::C0003177
150,150,Compound::DB00186,has_approved_interaction,Disease::C0003467
151,151,Compound::DB00371,has_approved_interaction,Disease::C0003467
152,152,Compound::DB00404,has_approved_interaction,Disease::C0003467
153,153,Compound::DB00475,has_approved_interaction,Disease::C0003467
154,154,Compound::DB00628,has_approved_interaction,Disease::C0003467
155,155,Compound::DB00683,has_approved_interaction,Disease::C0003467
156,156,Compound::DB00801,has_approved_interaction,Disease::C0003467
157,157,Compound::DB00829,has_approved_interaction,Disease::C0003467
158,158,Compound::DB00831,has_approved_interaction,Disease::C0003467
159,159,Compound::DB00842,has_approved_interaction,Disease::C0003467
160,160,Compound::DB00849,has_approved_interaction,Disease::C0003467
161,161,Compound::DB01142,has_approved_interaction,Disease::C0003467
162,162,Compound::DB01178,has_approved_interaction,Disease::C0003467
163,163,Compound::DB01545,has_approved_interaction,Disease::C0003467
164,164,Compound::DB01580,has_approved_interaction,Disease::C0003467
165,165,Compound::DB01588,has_approved_interaction,Disease::C0003467
166,166,Compound::DB09166,has_approved_interaction,Disease::C0003467
167,167,Compound::DB09014,has_approved_interaction,Disease::C0003469
168,168,Compound::DB00770,has_approved_interaction,Disease::C0003492
169,169,Compound::DB00319,has_approved_interaction,Disease::C0003615
170,170,Compound::DB01606,has_approved_interaction,Disease::C0003615
171,171,Compound::DB00175,has_approved_interaction,Disease::C0003850
172,172,Compound::DB00227,has_approved_interaction,Disease::C0003850
173,173,Compound::DB00641,has_approved_interaction,Disease::C0003850
174,174,Compound::DB01076,has_approved_interaction,Disease::C0003850
175,175,Compound::DB01095,has_approved_interaction,Disease::C0003850
176,176,Compound::DB01098,has_approved_interaction,Disease::C0003850
177,177,Compound::DB00201,has_approved_interaction,Disease::C0003862
178,178,Compound::DB00316,has_approved_interaction,Disease::C0003862
179,179,Compound::DB00788,has_approved_interaction,Disease::C0003862
180,180,Compound::DB00936,has_approved_interaction,Disease::C0003862
181,181,Compound::DB00945,has_approved_interaction,Disease::C0003862
182,182,Compound::DB01397,has_approved_interaction,Disease::C0003862
183,183,Compound::DB08797,has_approved_interaction,Disease::C0003862
184,184,Compound::DB00469,has_approved_interaction,Disease::C0003864
185,185,Compound::DB00437,has_approved_interaction,Disease::C0003868
186,186,Compound::DB00443,has_approved_interaction,Disease::C0003868
187,187,Compound::DB00605,has_approved_interaction,Disease::C0003868
188,188,Compound::DB00620,has_approved_interaction,Disease::C0003868
189,189,Compound::DB00635,has_approved_interaction,Disease::C0003868
190,190,Compound::DB00741,has_approved_interaction,Disease::C0003868
191,191,Compound::DB00860,has_approved_interaction,Disease::C0003868
192,192,Compound::DB00959,has_approved_interaction,Disease::C0003868
193,193,Compound::DB01032,has_approved_interaction,Disease::C0003868
194,194,Compound::DB01234,has_approved_interaction,Disease::C0003868
195,195,Compound::DB01380,has_approved_interaction,Disease::C0003868
196,196,Compound::DB06168,has_approved_interaction,Disease::C0003868
197,197,Compound::DB00005,has_approved_interaction,Disease::C0003872
198,198,Compound::DB00051,has_approved_interaction,Disease::C0003872
199,199,Compound::DB00065,has_approved_interaction,Disease::C0003872
200,200,Compound::DB00443,has_approved_interaction,Disease::C0003872
201,201,Compound::DB00620,has_approved_interaction,Disease::C0003872
202,202,Compound::DB00635,has_approved_interaction,Disease::C0003872
203,203,Compound::DB00741,has_approved_interaction,Disease::C0003872
204,204,Compound::DB00860,has_approved_interaction,Disease::C0003872
205,205,Compound::DB00959,has_approved_interaction,Disease::C0003872
206,206,Compound::DB01097,has_approved_interaction,Disease::C0003872
207,207,Compound::DB01234,has_approved_interaction,Disease::C0003872
208,208,Compound::DB01380,has_approved_interaction,Disease::C0003872
209,209,Compound::DB05676,has_approved_interaction,Disease::C0003872
210,210,Compound::DB05679,has_approved_interaction,Disease::C0003872
211,211,Compound::DB06674,has_approved_interaction,Disease::C0003872
212,212,Compound::DB08880,has_approved_interaction,Disease::C0003872
213,213,Compound::DB08904,has_approved_interaction,Disease::C0003872
214,214,Compound::DB00005,has_approved_interaction,Disease::C0003873
215,215,Compound::DB00026,has_approved_interaction,Disease::C0003873
216,216,Compound::DB00051,has_approved_interaction,Disease::C0003873
217,217,Compound::DB00065,has_approved_interaction,Disease::C0003873
218,218,Compound::DB00073,has_approved_interaction,Disease::C0003873
219,219,Compound::DB00091,has_approved_interaction,Disease::C0003873
220,220,Compound::DB00328,has_approved_interaction,Disease::C0003873
221,221,Compound::DB00443,has_approved_interaction,Disease::C0003873
222,222,Compound::DB00461,has_approved_interaction,Disease::C0003873
223,223,Compound::DB00482,has_approved_interaction,Disease::C0003873
224,224,Compound::DB00500,has_approved_interaction,Disease::C0003873
225,225,Compound::DB00554,has_approved_interaction,Disease::C0003873
226,226,Compound::DB00563,has_approved_interaction,Disease::C0003873
227,227,Compound::DB00573,has_approved_interaction,Disease::C0003873
228,228,Compound::DB00586,has_approved_interaction,Disease::C0003873
229,229,Compound::DB00605,has_approved_interaction,Disease::C0003873
230,230,Compound::DB00608,has_approved_interaction,Disease::C0003873
231,231,Compound::DB00620,has_approved_interaction,Disease::C0003873
232,232,Compound::DB00635,has_approved_interaction,Disease::C0003873
233,233,Compound::DB00712,has_approved_interaction,Disease::C0003873
234,234,Compound::DB00741,has_approved_interaction,Disease::C0003873
235,235,Compound::DB00749,has_approved_interaction,Disease::C0003873
236,236,Compound::DB00788,has_approved_interaction,Disease::C0003873
237,237,Compound::DB00795,has_approved_interaction,Disease::C0003873
238,238,Compound::DB00814,has_approved_interaction,Disease::C0003873
239,239,Compound::DB00859,has_approved_interaction,Disease::C0003873
240,240,Compound::DB00860,has_approved_interaction,Disease::C0003873
241,241,Compound::DB00861,has_approved_interaction,Disease::C0003873
242,242,Compound::DB00936,has_approved_interaction,Disease::C0003873
243,243,Compound::DB00939,has_approved_interaction,Disease::C0003873
244,244,Compound::DB00945,has_approved_interaction,Disease::C0003873
245,245,Compound::DB00959,has_approved_interaction,Disease::C0003873
246,246,Compound::DB00991,has_approved_interaction,Disease::C0003873
247,247,Compound::DB00993,has_approved_interaction,Disease::C0003873
248,248,Compound::DB00995,has_approved_interaction,Disease::C0003873
249,249,Compound::DB01009,has_approved_interaction,Disease::C0003873
250,250,Compound::DB01050,has_approved_interaction,Disease::C0003873
251,251,Compound::DB01097,has_approved_interaction,Disease::C0003873
252,252,Compound::DB01234,has_approved_interaction,Disease::C0003873
253,253,Compound::DB01281,has_approved_interaction,Disease::C0003873
254,254,Compound::DB01356,has_approved_interaction,Disease::C0003873
255,255,Compound::DB01380,has_approved_interaction,Disease::C0003873
256,256,Compound::DB01397,has_approved_interaction,Disease::C0003873
257,257,Compound::DB01399,has_approved_interaction,Disease::C0003873
258,258,Compound::DB01600,has_approved_interaction,Disease::C0003873
259,259,Compound::DB01611,has_approved_interaction,Disease::C0003873
260,260,Compound::DB06273,has_approved_interaction,Disease::C0003873
261,261,Compound::DB06674,has_approved_interaction,Disease::C0003873
262,262,Compound::DB08880,has_approved_interaction,Disease::C0003873
263,263,Compound::DB08895,has_approved_interaction,Disease::C0003873
264,264,Compound::DB08904,has_approved_interaction,Disease::C0003873
265,265,Compound::DB09212,has_approved_interaction,Disease::C0003873
266,266,Compound::DB09213,has_approved_interaction,Disease::C0003873
267,267,Compound::DB09276,has_approved_interaction,Disease::C0003873
268,268,Compound::DB00592,has_approved_interaction,Disease::C0003950
269,269,Compound::DB00643,has_approved_interaction,Disease::C0003950
270,270,Compound::DB00730,has_approved_interaction,Disease::C0003950
271,271,Compound::DB00421,has_approved_interaction,Disease::C0003962
272,272,Compound::DB00681,has_approved_interaction,Disease::C0004030
273,273,Compound::DB01167,has_approved_interaction,Disease::C0004030
274,274,Compound::DB01263,has_approved_interaction,Disease::C0004030
275,275,Compound::DB06636,has_approved_interaction,Disease::C0004030
276,276,Compound::DB00860,has_approved_interaction,Disease::C0004031
277,277,Compound::DB00043,has_approved_interaction,Disease::C0004096
278,278,Compound::DB00180,has_approved_interaction,Disease::C0004096
279,279,Compound::DB00277,has_approved_interaction,Disease::C0004096
280,280,Compound::DB00368,has_approved_interaction,Disease::C0004096
281,281,Compound::DB00394,has_approved_interaction,Disease::C0004096
282,282,Compound::DB00443,has_approved_interaction,Disease::C0004096
283,283,Compound::DB00549,has_approved_interaction,Disease::C0004096
284,284,Compound::DB00620,has_approved_interaction,Disease::C0004096
285,285,Compound::DB00635,has_approved_interaction,Disease::C0004096
286,286,Compound::DB00651,has_approved_interaction,Disease::C0004096
287,287,Compound::DB00668,has_approved_interaction,Disease::C0004096
288,288,Compound::DB00716,has_approved_interaction,Disease::C0004096
289,289,Compound::DB00741,has_approved_interaction,Disease::C0004096
290,290,Compound::DB00764,has_approved_interaction,Disease::C0004096
291,291,Compound::DB00816,has_approved_interaction,Disease::C0004096
292,292,Compound::DB00860,has_approved_interaction,Disease::C0004096
293,293,Compound::DB00871,has_approved_interaction,Disease::C0004096
294,294,Compound::DB00885,has_approved_interaction,Disease::C0004096
295,295,Compound::DB00959,has_approved_interaction,Disease::C0004096
296,296,Compound::DB01003,has_approved_interaction,Disease::C0004096
297,297,Compound::DB01222,has_approved_interaction,Disease::C0004096
298,298,Compound::DB01223,has_approved_interaction,Disease::C0004096
299,299,Compound::DB01234,has_approved_interaction,Disease::C0004096
300,300,Compound::DB01260,has_approved_interaction,Disease::C0004096
301,301,Compound::DB01291,has_approved_interaction,Disease::C0004096
302,302,Compound::DB01380,has_approved_interaction,Disease::C0004096
303,303,Compound::DB01409,has_approved_interaction,Disease::C0004096
304,304,Compound::DB01410,has_approved_interaction,Disease::C0004096
305,305,Compound::DB01411,has_approved_interaction,Disease::C0004096
306,306,Compound::DB05266,has_approved_interaction,Disease::C0004096
307,307,Compound::DB07615,has_approved_interaction,Disease::C0004096
308,308,Compound::DB08906,has_approved_interaction,Disease::C0004096
309,309,Compound::DB09082,has_approved_interaction,Disease::C0004096
310,310,Compound::DB09302,has_approved_interaction,Disease::C0004153
311,311,Compound::DB00187,has_approved_interaction,Disease::C0004238
312,312,Compound::DB00343,has_approved_interaction,Disease::C0004238
313,313,Compound::DB00390,has_approved_interaction,Disease::C0004238
314,314,Compound::DB00571,has_approved_interaction,Disease::C0004238
315,315,Compound::DB00661,has_approved_interaction,Disease::C0004238
316,316,Compound::DB00975,has_approved_interaction,Disease::C0004238
317,317,Compound::DB01064,has_approved_interaction,Disease::C0004245
318,318,Compound::DB00734,has_approved_interaction,Disease::C0004352
319,319,Compound::DB01238,has_approved_interaction,Disease::C0004352
320,320,Compound::DB00443,has_approved_interaction,Disease::C0004364
321,321,Compound::DB00620,has_approved_interaction,Disease::C0004364
322,322,Compound::DB00635,has_approved_interaction,Disease::C0004364
323,323,Compound::DB00741,has_approved_interaction,Disease::C0004364
324,324,Compound::DB00860,has_approved_interaction,Disease::C0004364
325,325,Compound::DB00959,has_approved_interaction,Disease::C0004364
326,326,Compound::DB01380,has_approved_interaction,Disease::C0004364
327,327,Compound::DB00201,has_approved_interaction,Disease::C0004604
328,328,Compound::DB00316,has_approved_interaction,Disease::C0004604
329,329,Compound::DB00395,has_approved_interaction,Disease::C0004604
330,330,Compound::DB00825,has_approved_interaction,Disease::C0004604
331,331,Compound::DB00936,has_approved_interaction,Disease::C0004604
332,332,Compound::DB00945,has_approved_interaction,Disease::C0004604
333,333,Compound::DB01397,has_approved_interaction,Disease::C0004604
334,334,Compound::DB01744,has_approved_interaction,Disease::C0004604
335,335,Compound::DB06774,has_approved_interaction,Disease::C0004604
336,336,Compound::DB08797,has_approved_interaction,Disease::C0004604
337,337,Compound::DB09543,has_approved_interaction,Disease::C0004604
338,338,Compound::DB00199,has_approved_interaction,Disease::C0004626
339,339,Compound::DB00207,has_approved_interaction,Disease::C0004626
340,340,Compound::DB00218,has_approved_interaction,Disease::C0004626
341,341,Compound::DB00254,has_approved_interaction,Disease::C0004626
342,342,Compound::DB00303,has_approved_interaction,Disease::C0004626
343,343,Compound::DB00319,has_approved_interaction,Disease::C0004626
344,344,Compound::DB00415,has_approved_interaction,Disease::C0004626
345,345,Compound::DB00438,has_approved_interaction,Disease::C0004626
346,346,Compound::DB00479,has_approved_interaction,Disease::C0004626
347,347,Compound::DB00493,has_approved_interaction,Disease::C0004626
348,348,Compound::DB00537,has_approved_interaction,Disease::C0004626
349,349,Compound::DB00766,has_approved_interaction,Disease::C0004626
350,350,Compound::DB00798,has_approved_interaction,Disease::C0004626
351,351,Compound::DB01044,has_approved_interaction,Disease::C0004626
352,352,Compound::DB01059,has_approved_interaction,Disease::C0004626
353,353,Compound::DB01060,has_approved_interaction,Disease::C0004626
354,354,Compound::DB01066,has_approved_interaction,Disease::C0004626
355,355,Compound::DB01112,has_approved_interaction,Disease::C0004626
356,356,Compound::DB01137,has_approved_interaction,Disease::C0004626
357,357,Compound::DB01155,has_approved_interaction,Disease::C0004626
358,358,Compound::DB01165,has_approved_interaction,Disease::C0004626
359,359,Compound::DB01172,has_approved_interaction,Disease::C0004626
360,360,Compound::DB01211,has_approved_interaction,Disease::C0004626
361,361,Compound::DB01212,has_approved_interaction,Disease::C0004626
362,362,Compound::DB01327,has_approved_interaction,Disease::C0004626
363,363,Compound::DB01330,has_approved_interaction,Disease::C0004626
364,364,Compound::DB01331,has_approved_interaction,Disease::C0004626
365,365,Compound::DB01413,has_approved_interaction,Disease::C0004626
366,366,Compound::DB01416,has_approved_interaction,Disease::C0004626
367,367,Compound::DB01597,has_approved_interaction,Disease::C0004626
368,368,Compound::DB01598,has_approved_interaction,Disease::C0004626
369,369,Compound::DB01606,has_approved_interaction,Disease::C0004626
370,370,Compound::DB01607,has_approved_interaction,Disease::C0004626
371,371,Compound::DB02703,has_approved_interaction,Disease::C0004626
372,372,Compound::DB06402,has_approved_interaction,Disease::C0004626
373,373,Compound::DB00254,has_approved_interaction,Disease::C0004771
374,374,Compound::DB01017,has_approved_interaction,Disease::C0004771
375,375,Compound::DB02703,has_approved_interaction,Disease::C0004771
376,376,Compound::DB01053,has_approved_interaction,Disease::C0004945
377,377,Compound::DB09320,has_approved_interaction,Disease::C0004945
378,378,Compound::DB00443,has_approved_interaction,Disease::C0005138
379,379,Compound::DB00620,has_approved_interaction,Disease::C0005138
380,380,Compound::DB00635,has_approved_interaction,Disease::C0005138
381,381,Compound::DB00741,has_approved_interaction,Disease::C0005138
382,382,Compound::DB00860,has_approved_interaction,Disease::C0005138
383,383,Compound::DB00959,has_approved_interaction,Disease::C0005138
384,384,Compound::DB01234,has_approved_interaction,Disease::C0005138
385,385,Compound::DB01380,has_approved_interaction,Disease::C0005138
386,386,Compound::DB01609,has_approved_interaction,Disease::C0005283
387,387,Compound::DB08826,has_approved_interaction,Disease::C0005283
388,388,Compound::DB02659,has_approved_interaction,Disease::C0005424
389,389,Compound::DB00408,has_approved_interaction,Disease::C0005586
390,390,Compound::DB01224,has_approved_interaction,Disease::C0005586
391,391,Compound::DB01356,has_approved_interaction,Disease::C0005586
392,392,Compound::DB00334,has_approved_interaction,Disease::C0005587
393,393,Compound::DB00472,has_approved_interaction,Disease::C0005587
394,394,Compound::DB01142,has_approved_interaction,Disease::C0005587
395,395,Compound::DB01224,has_approved_interaction,Disease::C0005587
396,396,Compound::DB08815,has_approved_interaction,Disease::C0005587
397,397,Compound::DB00385,has_approved_interaction,Disease::C0005684
398,398,Compound::DB04572,has_approved_interaction,Disease::C0005684
399,399,Compound::DB01062,has_approved_interaction,Disease::C0005697
400,400,Compound::DB00619,has_approved_interaction,Disease::C0005699
401,401,Compound::DB01254,has_approved_interaction,Disease::C0005699
402,402,Compound::DB06616,has_approved_interaction,Disease::C0005699
403,403,Compound::DB00681,has_approved_interaction,Disease::C0005716
404,404,Compound::DB01026,has_approved_interaction,Disease::C0005716
405,405,Compound::DB01167,has_approved_interaction,Disease::C0005716
406,406,Compound::DB00027,has_approved_interaction,Disease::C0005743
407,407,Compound::DB00440,has_approved_interaction,Disease::C0005743
408,408,Compound::DB00626,has_approved_interaction,Disease::C0005743
409,409,Compound::DB00634,has_approved_interaction,Disease::C0005743
410,410,Compound::DB00684,has_approved_interaction,Disease::C0005743
411,411,Compound::DB00741,has_approved_interaction,Disease::C0005743
412,412,Compound::DB00781,has_approved_interaction,Disease::C0005743
413,413,Compound::DB00798,has_approved_interaction,Disease::C0005743
414,414,Compound::DB00860,has_approved_interaction,Disease::C0005743
415,415,Compound::DB00994,has_approved_interaction,Disease::C0005743
416,416,Compound::DB01234,has_approved_interaction,Disease::C0005743
417,417,Compound::DB01380,has_approved_interaction,Disease::C0005743
418,418,Compound::DB02703,has_approved_interaction,Disease::C0005743
419,419,Compound::DB01053,has_approved_interaction,Disease::C0006057
420,420,Compound::DB00254,has_approved_interaction,Disease::C0006060
421,421,Compound::DB00446,has_approved_interaction,Disease::C0006060
422,422,Compound::DB02703,has_approved_interaction,Disease::C0006060
423,423,Compound::DB00916,has_approved_interaction,Disease::C0006105
424,424,Compound::DB00443,has_approved_interaction,Disease::C0006114
425,425,Compound::DB00620,has_approved_interaction,Disease::C0006114
426,426,Compound::DB00741,has_approved_interaction,Disease::C0006114
427,427,Compound::DB00742,has_approved_interaction,Disease::C0006114
428,428,Compound::DB00860,has_approved_interaction,Disease::C0006114
429,429,Compound::DB00959,has_approved_interaction,Disease::C0006114
430,430,Compound::DB01234,has_approved_interaction,Disease::C0006114
431,431,Compound::DB01380,has_approved_interaction,Disease::C0006114
432,432,Compound::DB01206,has_approved_interaction,Disease::C0006118
433,433,Compound::DB00254,has_approved_interaction,Disease::C0006181
434,434,Compound::DB02703,has_approved_interaction,Disease::C0006181
435,435,Compound::DB00277,has_approved_interaction,Disease::C0006266
436,436,Compound::DB00332,has_approved_interaction,Disease::C0006266
437,437,Compound::DB00651,has_approved_interaction,Disease::C0006266
438,438,Compound::DB01001,has_approved_interaction,Disease::C0006266
439,439,Compound::DB01223,has_approved_interaction,Disease::C0006266
440,440,Compound::DB01364,has_approved_interaction,Disease::C0006266
441,441,Compound::DB00151,has_approved_interaction,Disease::C0006267
442,442,Compound::DB00368,has_approved_interaction,Disease::C0006267
443,443,Compound::DB00668,has_approved_interaction,Disease::C0006267
444,444,Compound::DB01291,has_approved_interaction,Disease::C0006267
445,445,Compound::DB06151,has_approved_interaction,Disease::C0006267
446,446,Compound::DB00151,has_approved_interaction,Disease::C0006277
447,447,Compound::DB00254,has_approved_interaction,Disease::C0006277
448,448,Compound::DB00277,has_approved_interaction,Disease::C0006277
449,449,Compound::DB00332,has_approved_interaction,Disease::C0006277
